Product Name,Category,List_Price,Special_price,Description,Rating,Img_url,Product_url
Prevail Extra Protective Underwear,Protective Underwear,$70.55,$45.81,Prevail Protective Underwear fits a wide range of wearers and with Silky-Soft outer fabric is softer and even more comfortable for the wearer.,4.3 out of 5 stars,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/pmc- pv-612 prevail extra underwear_protective underwear.jpg&quality=80&newwidth=520,https://www.rehabmart.com/product/prevail-extra-protective-underwear-34109.html
Attends Super Plus Underwear,Protective Underwear,$71.59,$46.49,"Attends Super Plus Underwear is discreet yet strong. Designed for heavy incontinence, Attends Super Plus Underwear offers the ultimate in leakage barriers and superior comfort. Ships in discreet package. Available in four sizes, see chart below.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/ff31fd727cd5ec6b067091d64da390a9.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/attends-super-plus-underwear-27448.html
Kendall Wings Maxi Care Adult Brief,Protective Underwear,$75.15,$48.80,"Kendall Wings Maxi Care Adult Brief offers super absorbent layers to protect against leaks while the soft facing keeps skin dry. Kendall Wings Maxi Care Adult Brief are constructed with a stretch waistband, leg gathers and reusable tabs. Available in size large for waists from 59 to 64 inches. Sold 60 per case.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/2017-06-29_12-57-00.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/kendall-wings-maxi-care-adult-brief1-29504.html
Prevail PER-FIT Adult Briefs,Protective Underwear,$83.48,$54.21,"The PER-FIT Adult Brief by Prevail is ideal for moderate to heavy incontinence protection and has performance and comfort enhancing features. PER-FIT features Cloth-like Outer Fabric, Easy-Lock Fastener (ELF), reattaching fasteners, and Advanced Zoning System. Choose Size and Case Quantity. *Image shown is Medium Size (White), 96 Per Case*
		
 This product was featured in the following articles: Incontinence Products: Which One is Right For You?This product is non-returnable.",4.3 out of 5 stars,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/IND-FQPNU0121 Per-Fit Adult Briefs_Adult Briefs_main.JPG&newwidth=540&quality=80,https://www.rehabmart.com/product/prevail-perfit-adult-briefs-34116.html
FitRight Incontinence Protection Underwear by Medline,Protective Underwear,$88.63,$57.55,"FitRight Incontinence Protection Underwear is designed to sit comfortably beneath your clothes in place of underwear, and features SensiSoft technology for a cotton-like material that is gentle on the skin. The flexible integrity and anatomical shape means the underwear moves with you, stretching to accommodate movement as you go about your day. The Gold and Platinum Series Cores are designed to provide protection against heavier incontinence and wick moisture quickly away from the skin, locking it deep in the core for ultimate leak protection.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/fitright_ultra_underwear_large.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/fitright-incontinence-protection-underwear-47731.html
Surecare Protective Adult Underwear,Protective Underwear,$90.14,$58.53,"The Surecare Protective Adult Underwear is a discreet underwear-like incontinence product that provides moderate to heavy protection. Each pair of pull-on underwear has tear-away sides for easy removal, and flexible gathers at the waist and legs ensure a secure fit without leakage. The stretch material is breathable enough for comfort, but prevents odors. Due to hygiene concerns, this product is nonreturnable.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/MCK-16253101-Surecare Protective Adult Underwear.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/surecare-protective-adult-underwear-29685.html
"Large Wings Supreme Adult Brief, Case of 72",Protective Underwear,$97.67,$63.42,"The Large Wings Supreme Adult Brief provides full coverage and protection for the heaviest incontinence. Its superabsorbent polymer core draws fluid away from skin and locks it in, increasing patient comfort and reducing the risk of skin irritation. The flexible waistband with tape tab closures can be adjusted to provide a snug fit. Each case contains 6 packs of 12 briefs, for 72 total. Due to hygiene concerns, the Large Wings Supreme Adult Brief is nonreturnable.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/MCK-95023100-Wings Supreme Adult Brief.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/large-wings-supreme-adult-brief-29898.html
Simplicity Plus 3D Adult Brief,Protective Underwear,$99.05,$64.32,"Simplicity Plus 3D Adult Brief features 2 tape tabs, a soft top sheet, super-absorbent polymer for moderate absorbency, and a high performance blue dryness strip for added comfort and protection. The brief itself is also color-coded blue. Choose size. Due to hygiene concerns, this product is non-returnable.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/MCK-63243100-Simplicity Plus 3D Adult Brief.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/simplicity-plus-3d-adult-brief-29678.html
"Adult Incontinence Brief Wings Ultra - Disposable, Heavy Absorbency",Protective Underwear,$101.30,$65.78,"Adult Incontinent Brief Wings Ultra are constructed with a cloth-like back sheet that is ultrasonically bonded for a quilted look and feel, offering a noticeably quiet yet still superabsorbent material that provides you with a reliable way of dealing with incontinence related ailments. It's specially designed core is made to quickly absorb bodily fluids and neutralize any undesired smells. This product provides adults with a discreet option to handle their condition while still maintaining their dignity.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/medium.png&newwidth=540&quality=80,https://www.rehabmart.com/product/kendall-unigard-adult-plus-incontinence-briefs-29858.html
Adult Absorbent Sleep Pants Protective Underwear,Protective Underwear,$105.17,$68.29,"Adult Absorbent Sleep Pants Protective Underwear are for adults and older children who wet the bed. The sleep pants have a white cloth backing that helps them look and feel like normal underwear. Four sizes available. Due to hygiene concerns, this product is nonreturnable.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/2017-07-05_13-48-29.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/curity-sleep-pants-protective-underwear-29564.html
Wings Hook and Loop Adult Briefs,Protective Underwear,$107.34,$69.70,"Wings Hook and Loop Adult Briefs has an exclusive ""Hook & Loop"" fastening system that ensures the right size and the right fit every time. Dual-air system features plastic-free non-woven side panels that increase exposure of skin to the air.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/MCK-63643100-Wings Hook and Loop.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/wings-hook-and-loop-adult-briefs-29894.html
Maxi Care Belted Undergarments,Protective Underwear,$110.29,$71.62,"MAXI CARE  (tm) Belted Undergarments are discreet with a detachable belt, used for moderate incontinence protection. Super-absorbent polymer filling helps keep users dry and comfortable. The garment's wide belt has a button fastener for easy donning and removal. One size fits most. White only.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/MCK-21313100 Maxi-Care Belted Undergarment_Protective Underwear.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/maxi-care-belted-undergarments-29616.html
Simplicity 3D Adult Briefs,Protective Underwear,$112.87,$73.29,Simplicity Plus 3D Adult Briefs have features and performance normally found in a higher tiered brief.,,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/89101f87f6acc0a907b2485378ecd118.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/simplicity-3d-adult-briefs-27456.html
Tena Ultra Stretch Brief,Protective Underwear,$113.79,$73.89,Tena Ultra Stretch Brief with stretch side panels moves with the body and provides breathability that promotes skin health.***NON-RETURNABLE HYGIENE PRODUCT***,,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/IG-SCT67803 Tena Stretch Brief Ultra Absorbency.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/tena-ultra-stretch-brief-27465.html
"Personal Steam Inhaler with Essential Oil Diffuser | Aromatherapy, Sinus Relief by HealthSmart",,$99.64,$64.70,"Whether you are dealing with a sore throat, temporary loss of voice, the common cold, the seasonal flu, or recurring allergies, this inhaler vaporizer is one to consider. Using steam and optional aroma therapies, it effectively alleviates bothersome symptoms in your sinuses and upper respiratory areas. 

The long power cord lets you use this comfortably in your kitchen, living room, or other moderately-sized spaces at a comfortable distance from the wall. The removable components make this product easier to clean. You can reach various surfaces and angles by removing the mask, tanks, and extension tube to help prevent mold or mildew inside.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/primary_image~29.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/mabis-steam-inhaler-vaporizer-aromatherapy-diffuser-50954.html
Conchapak Sterile Humidifier Water System,Humidifiers,$88.50,$57.47,"Each Conchapak Sterile Humidifier Water System is a self-contained water and humidification cartridge system, used exclusively with the CONCHATHERM® III, III Plus, and IV Heated Humidifiers. The reservoir and column are both easy to replace. The minimal-compliance column incorporates one vertical and one 45-degree port. Case of 6.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/MCK-38153900 Conchapak Sterile Humidifiers.JPG&newwidth=540&quality=80,https://www.rehabmart.com/product/conchapak-sterile-humidifier-water-system-30372.html
